safer||[sєf; sєif]|||This medicine is not ~ for children.<br>这种药对小孩不安全 
indelible|[sound:1ead8e1b6bf0af1dc276661c5a790b25.mp3]|/ɪnˈdeləbl/|<img src="e75cf21977680b02b2eefa2eabe2db5a.jpg"></img>|I hope you really like your face tattoo, because it's <b>indelible</b>!|adj. （印记等）无法擦除的，无法忘怀的<br> del 删除
detrimental|[sound:bfafdebade772b08b2a52db4c5fc1cbe.mp3]|/ˌdetrɪˈmentl/|<img src="7ea0700785964ac906a34c9dbf9b08dd.jpg"></img>|Smoking is <b>detrimental</b> to your health.|adj. 有害的，不利的<br>想 不整齐trim的，有害
delineate|[sound:1d3a798ee3cfc7be0323992c2fda6fe9.mp3]|/dɪˈlɪnieɪt/|<img src="734f08846c3f745ba4d149995a349333.jpg"></img>|Let me use this pencil to <b>delineate</b> what a sine wave looks like.|v. 描画；画出……轮廓<br> line 线条 <br>用笔用线描绘
depict|[sound:3f0a7cf2a3df6dac6883a1a63eacb64f.mp3]|/dɪˈpɪkt/|<img src="1007f7b80f25d81d8e6d8214cba49c5b.jpg"></img>|The little girl's drawing <b>depict</b>s a house.|v. 描绘，描写<br>pict = picture
recount|[sound:0878d18a177de591708b450fc0bf7755.mp3]|/rɪ'kaʊnt/|<img src="5a9b64111a466a3575d85c3e24e2dc8c.jpg"></img>|At bedtime our mother would <b>recount</b> our favorite stories of knights and damsels.|v. 叙述<br>recount a story 描述故事
relate|[sound:17c0780b65596ec9ae74c7e5dbb56939.mp3]|/rɪˈleɪt/|<img src="8e306b5d3f948fdfd22018d61e4da9cc.jpg"></img>|I <b>relate</b> to this plate.|vi. /vt. (使)有关联 vt.叙述<br>late = bring out 拿出，带出，放
juvenile|[sound:3c5359317a51415b2063c72bd0ca8f10.mp3]|/ˈdʒuːvənl/|<img src="e66f7c6db437f8d6f29a193dbe7b365b.jpg"></img>|The <b>juvenile</b>s play together on the beach.|n. 青少年，雏鸟；  adj. 青少年的，适合青少年的，幼稚的 <br> junior 
rejuvenate|[sound:eabda774f633bb564ca2c96d28324386.mp3]|/rɪˈdʒuːvəneɪt/|<img src="574f63cf63bbb5f691a17322cc87b448.jpg"></img>|The treatment <b>rejuvenate</b>d her skin, leaving her looking younger.|vi. 返老还童，恢复活力，复原；  vt. 使返老还童，使恢复青春，使恢复活力<br> junior 
delinquency|[sound:655bec69a046863b3d25cc21c44d69ce.mp3]|/dɪˈlɪŋkwənsi/|<img src="6f860cf07fd1d2cdb038900fa0ea49ec.jpg"></img>|The <b>delinquency</b> is showing an increasing trend in many countries.|n. 失职，玩忽职守，拖欠债务，缺点，过错，【法律】少年犯罪，不法行为（青少年），行为不当<br>de- 否定<br>linqu = link <br>-ency <br> juvenile delinquency 青少年犯罪
delinquent|[sound:47ba6320c562e82288aba0720f762f8f.mp3]|/dɪˈlɪŋkwənt/|<img src="30c422b6a5aa3f4ca043b6cd5b503b00.jpg"></img>|This <b>delinquent</b> was arrested and the police took his photo.|n. 少年罪犯，违犯者；  adj. 不尽责的；怠工的；〈美〉拖欠（税款）的<br>de- 否定<br>linqu = link 
delirium|[sound:ffe6bf41f9bd2fde046176af31ff6b4b.mp3]|/dɪˈlɪriəm/|<img src="1af8bbf319ebb2cbe30e2c387ead26ab.jpg"></img>|As her <b>delirium</b> got worse, she started screaming and tearing her hair.|n. 神志不清，极度兴奋<br> de- <br> lure 诱惑 -> lir
delirious|[sound:a2d2dba28c4d2c2b44db85786ca83b2f.mp3]|/dɪˈlɪriəs/|<img src="ac5da0f7faa48b544b0eadf242fe8d86.jpg"></img>|She was <b>delirious</b> with joy when her favorite sports team won.|adj. 精神错乱的，发狂的<br> de- <br> lure 诱惑 -> lir
demented|[sound:bfb52b9000e98d321c1feaa251b5582d.mp3]|/dɪˈmentɪd/|<img src="1c1d228be4ba0fffa8f99784d7ab0a86.jpg"></img>|The serial killer is totally <b>demented</b>: he's 100% crazy, a real nutjob.|adj. 发狂的，精神错乱的；  v. 精神错乱；变得痴呆（dement的过去分词）<br> de- <br> mental
deranged|[sound:2d51eacf5f6dea16355c25b4a9aea865.mp3]|/dɪˈreɪndʒd/|<img src="bc8b5c047835689f5d361ddb948f3429.jpg"></img>|Don't listen to her--she's absolutely <b>deranged</b>. She's crazy!|adj. 不理智；疯狂的 <br>de- <br> range 范围
frenzy|[sound:272230e1c661025b8a5b53ef54f87e27.mp3]|/ˈfrenzi/|<img src="c0a533d7289fcc9e9237aa7faebac905.jpg"></img>|The music and the lights drove the concert crowd into an orgiastic <b>frenzy</b>.|n. 狂暴；狂怒，暴怒；  v. 使发狂，使狂怒
freak|[sound:19bba258bfde5085c8244b018ab4c591.mp3]|/friːk/|<img src="66e7518632ccd7d55bb886e7c629a66d.jpg"></img>|This guy is so weird; what a <b>freak</b>!|n. 怪物，奇事，怪人；  adj. 反常的，怪诞的
deluge|[sound:86d9bf120804e766f5832e074b98d7e4.mp3]|/ˈdeljuːdʒ/|<img src="42b92a6f85f1b33aeef05bcc188faa91.jpg"></img>|Nothing will stop them from playing Mahjong, even the <b>deluge</b>!|n. 洪水；暴雨；泛滥；  v. 使泛滥；压倒 <br> de- <br> lu/lau - to wash <br>想 向下流 lu
laundry|[sound:d4956808a532f168aba3930c1554d485.mp3]|/ˈlɔːndri/|<img src="dcd58107aad399ef56da60c975011525.jpg"></img>|Please do the <b>laundry</b>--my clothes stink.|n. 洗衣；送洗的衣物；洗衣店；洗衣房<br> lu/lau - to wash
dilute|[sound:2b60234de780deace3771c2935e0f2b6.mp3]|/daɪˈluːt/|<img src="05647e1c3fd6d3a4645c74586a23ec2e.jpg"></img>|Water <b>dilute</b>s the solution quickly.|v. 使变淡，稀释；  adj. 稀释的<br> di- 分开 <br> lu/lau - to wash
dilate|[sound:7546d1e3e32ede1c1c1ec39c33dd7f1c.mp3]|/daɪˈleɪt/|<img src="c3781b29b0e97291db7b7d6298da4b42.jpg"></img>|My pupil <b>dilate</b>d when you turned off the light.|v. 使膨胀，扩张，膨胀 <br> di- 分开 
lavish|[sound:e653bc66ddfa1353ec24c93d154bf6ae.mp3]|/'lævɪʃ/|<img src="ab56d1f1c94eaf7aade91fea70286b6e.jpg"></img>|Meet the <b>lavish</b> gamers！|adj. 过分慷慨的,铺张浪费的  vt.浪费,滥用,挥霍,慷慨给予<br> lu/lau - to wash <br> 想 像流水一样的
lavatory|[sound:fb9e59368cd1d58ce51b3efd4f4f08c6.mp3]|/ˈlævətɔːri/|<img src="f681965091ccb115ff27a997f5268661.jpg"></img>|The graffiti is inflammatory in the <b>lavatory</b>.|c. 厕所<br> lu/lau - to wash <br> -ory 地点
demarcate||[dI`mɑrkєt, `dimɑrˌkєt; ˋdi:mɑ:kєit]|||de.mar.cate<br>[dI`mɑrkєt, `dimɑrˌkєt; ˋdi:mɑ:kєit]<br>《demarcation 的动词逆成字》<br>及物动词<br>1 定[画]…的界限<br>2 分开,区别 <br> de- 分开 <br> marc = mark <br>-ate v.
immaculate|[sound:0d919dcc93a0aef6de7506ac8e5e81a7.mp3]|/ɪˈmækjələt/|<img src="986a25ce68cb052066e7a29fd97553ca.jpg"></img>|Her apartment is <b>immaculate</b>--I swear she cleans it three times a day.|adj. 完美的，无瑕疵的；洁净的<br> im- not <br> mac/marc = mark <br> -ate v. <br> 想 无暇的
spotless|[sound:56c7ef87bacb9447cb95e8f1ccd5e31d.mp3]|/ˈspɑːtləs/|<img src="a553004b40495dfe0dcc4eabbeed798d.jpg"></img>|She has a <b>spotless</b> white smile.|adj. 无灰尘的；无瑕的；纯洁的
flawless|[sound:242537c755d6b97aeb9a5460083b8714.mp3]|/ˈflɔːləs/|<img src="812da4a0b4df9682b41ebf339268eeb0.jpg"></img>|This diamond is enormous, but it's even more valuable because it's also <b>flawless</b>.|adj. 完美的，无瑕疵的
demure|[sound:3ae161e623cdbbe67f7ea886e896c323.mp3]|/dɪˈmjʊr/|<img src="9a3ea259b5396a354d8df5797d9369d3.jpg"></img>|I'm a young Muslim woman, so I must be <b>demure</b>.|adj. 端庄的，娴静的；严肃的；假装正直的 <br> de- 加强 <br> mure = mature 成熟
demur|[sound:8b3d7790335cde70300a45b81b4bf1dd.mp3]|/dɪˈmɜːr/|<img src="518960e917139af8d4dd6a2c597dd930.jpg"></img>|Thanks for the offer, but I'll have to <b>demur</b> - I don't smoke.|n. 异议；  v. 异议，反对，拒绝<br> de- 加强 <br> mure = mature 成熟
describe|[sound:c6f4769b28f229914c216e9b9658a381.mp3]|/dɪˈskraɪb/|<img src="c008c1fbe54eaac7fdfbbf5100047302.jpg"></img>|The poet <b>describe</b>s the countryside.|vt. 描述
descry|[sound:96e5d55ec410b6e4a684b2b3e2e66ee4.mp3]|/dɪ'skraɪ/|<img src="2fcdc5ff66e0769e44541ffb66bfd304.jpg"></img>|I <b>descry</b> a bird with my binoculars.|v. 远远看到，望见 <br> 形近 decry <br> descr ibe <br> 描述之前要看下
decry|[sound:ba906cbb78adba87e073e2974198794b.mp3]|/dɪˈkraɪ/|<img src="e47f04b315a5a7799cd5cac0f3b3447d.jpg"></img>|Many people think that we should <b>decry</b> the eating of dogs.|v. 责难，谴责，诽谤 <br> de- to <br> 大声的喊 <br> 形近 descry 望见
deprecate|[sound:2bb76a84d0c593efb2ebf12f5e8b18bd.mp3]|/ˈdeprəkeɪt/|<img src="8a4da79b4a9496e6a762661c07fa41fe.jpg"></img>|My teenage kids <b>deprecate</b> my parenting skills.|v. 反对；轻视
depreciate|[sound:0bdd7f68379be7846259792bfc88ec34.mp3]|/dɪ'priʃɪet/|<img src="9baf95dd05ed3eca1d3c316f8ac1fe1b.jpg"></img>|Entire brands start to <b>depreciate</b> as soon as you wear them.|v. 折旧, (使)贬值, 降低, 贬低, 轻视
denounce|[sound:b15a3d432c2a6c85af164828d73291c9.mp3]|/dɪˈnaʊns/|<img src="321fefedd1521d8cb212d7712476dd8b.jpg"></img>|They all <b>denounce</b>d me, even though I hadn't done anything wrong.|v. 谴责，斥责 <br> de- 否定 <br> an nounce
denunciation||[dIˌnʌnsI`єʃən; diˌnʌnsiˋєiʃn]|||de.nun.ci.a.tion<br>[dIˌnʌnsI`єʃən; diˌnʌnsiˋєiʃn]<br>《denounce 的名词》<br>名词<br>1 公然的指责,公开的谴责,弹劾<br>2 (犯罪的) 告发<br>3 (条约等的) 废止通告<br> de- 否定 <br> an nounce <br> nounce -> nunci
renounce|[sound:7a0f2727de565c755fd202ef57efd255.mp3]|/rɪˈnaʊns/|<img src="716f287617fa8294c64922f886ed3445.jpg"></img>|Okay, this is the day I <b>renounce</b> smoking for good!|n. 垫牌；  vi. 放弃权利；垫牌；  vt. 宣布放弃；抛弃<br> re- retire<br> an nounce
enunciate|[sound:314dccd4b56f9d1968ef642ce67d9495.mp3]|/ɪˈnʌnsieɪt/|<img src="5c2cd59d93b115f9796e6b955b4b871d.jpg"></img>|Please get closer to the speaker and <b>enunciate</b> so we can understand you.|v. 发音，阐明，宣布 <br> e- <br> an nounce <br> nounce -> nunci <br> -ate v.
reprove|[sound:1118d7a5502001e0c313d551c3f58e5c.mp3]|/rɪˈpruːv/|<img src="e82479bfb89cb505848ae2aa90c1d928.jpg"></img>|The mother <b>reprove</b>d her son for breaking the window with his soccer ball.|v. 责骂，申斥<br> re- against <br> prove 证明
reproach|[sound:2dac51459ecbfe33a2323569827eaa68.mp3]|/rɪˈproʊtʃ/|<img src="1f775025d2149326f37b627c969aa9bf.jpg"></img>|They <b>reproach</b>ed him for being late to the meeting.|v. 责备，指责；  n. 指责<br> re- against  <br> approach 接近
reprehend|[sound:a48531b2c4e6e84cfbe1b0c9faf8674c.mp3]|/ˌreprɪ'hend/|<img src="b0a6a5c5030fb5ab59e976afee40a115.jpg"></img>|I'll have to <b>reprehend</b> my son for leaving the food on the stove all night.|vt. 申斥，指责，批评<br> re- against  <br> comprehend 理解
reprimand|[sound:9dc71cd8a95dc276ad7f5e082450df85.mp3]|/ˈreprɪmænd/|<img src="b7bf986951e944bb8a9edee5da15265a.jpg"></img>|This is a formal <b>reprimand</b> - I won't tolerate this behavior. Now get back to work!|n. （特指当权者进行的）严责，谴责，申斥；  v. 申斥，谴责，惩戒<br> re- against <br> command
rebuke|[sound:073d6d9986566df61083bc7d03cceef8.mp3]|/rɪˈbjuːk/|<img src="43cbf66538fc5fc6a35cfd0fd6f1cf71.jpg"></img>|The man points at the subordinate and angrily <b>rebuke</b>s him.|v. 指责；  n. 谴责<br> re- against <br> 想 bu ke 不可
deport|[sound:6cc3e34a5b697820a89132360cb2978b.mp3]|/dɪˈpɔːrt/|<img src="0284743ee13599441a42c730ce75d55c.jpg"></img>|If you break the law, we'll <b>deport</b> you to your home country.|vt. 打发走，把（外国人）驱逐出境；流放，举止 <br> 举止 -> n. deportment <br> 驱逐 -> n. deportation <br> 远离港口 <br> port = to carry
deportment||[-mənt; -mənt]|||de.port.ment<br>[-mənt; -mənt]<br>《deport 的名词》<br>不可数名词<br>1 (美) (尤指年轻女子在众人前的) 态度,举止,礼节<br>2 (英) (尤指年轻女子的) 动作,举止
deportation|[sound:50bddbc7c5fa983ef87f45ce587ee113.mp3]|/ˌdiːpɔːrˈteɪʃn/|<img src="226981dcfb6e09f56b82e22937600858.jpg"></img>|Most <b>deportation</b>s happen via air travel.|n. 驱逐出境，放逐<br> port = to carry
portable|[sound:c0e2dab32fe0e7ef6775216deb7f9677.mp3]|/ˈpɔːrtəbl/|<img src="4f04c252f207841a66a6047ac29eb7c1.jpg"></img>|We'd like to introduce this <b>portable</b> toilet!|adj. 轻便的；手提的
potable|[sound:6d288b6af2099310c25e95d3fa3da238.mp3]|/'poʊtəbl/|<img src="c1ea49f141b32570dc64af52d6ea514e.jpg"></img>|One of civilization's great achievements is that we have <b>potable</b> water to drink.|adj. 适于饮用的 <br> 想 pot 壶 能装水的
disport|[sound:d2b0d618997ab7ed67b83678ffb79277.mp3]|[dI`spɒrt; diˋspɒ:t]|||dis.port<br>[dI`spɒrt; diˋspɒ:t]<br>及物动词<br>[~ oneself]嬉戏,玩耍,游戏<br>The bears were ~ing themselves in the water.<br>那些熊在水中嬉戏<br>不及物动词<br>嬉戏,玩耍,游戏 <br> di- <br> sport 运动
destitution||[ˌdZstə`tuʃən, -`tju-; ˌdєstiˋtju:ʃn]|||des.ti.tu.tion<br>[ˌdZstə`tuʃən, -`tju-; ˌdєstiˋtju:ʃn]<br>《destitute 的名词》<br>不可数名词<br>极贫,贫困,穷困; 缺乏 (的状态) <br> de- 下面<br> stitute = to stand
destitute|[sound:9cd92ddb8c0c11ffa1eb01c5ac55a4f2.mp3]|/'dɛstə'tʊt/|<img src="44fe03214e7cece1991bd9908ea661b3.jpg"></img>|I want to be <b>destitute</b> of money just like him……|adj. 贫穷的,缺乏的<br> de- 下面<br> stitute = to stand
prostitute|[sound:1e2b7e34b383487b27a4bfb119eb6a8b.mp3]|/ˈprɑːstətuːt/|<img src="33f33285d2e2075fefcff276d720646f.jpg"></img>|<b>Prostitute</b>s make a living by having sex with people for money.|n. 妓女，失足妇女 <br> pro- 前<br> stitute = to stand
restitute||[`rZstəˌtjut, -tut; ˋrєstitju:t]|||res.ti.tute<br>[`rZstəˌtjut, -tut; ˋrєstitju:t]<br>动词<br>(-tuted,-tuting,-tutes)<br>及物动词<br>1 恢复; 回复<br>(原状或原位)<br>2 偿还<br>不及物动词<br>1 复原; 回复<br>2 偿还<br> re- back<br> stitute = to stand
subsist|[sound:a87f532bbfc4b5169f663529906be497.mp3]|/səbˈsɪst/|<img src="38aa061fabc0b2a1f74c168d4956dd92.jpg"></img>|Give me some money to <b>subsist</b> on!|vi. 存在；维持生活；  vt. 供养 <br> sist = stand <br> subsist on fish  <br> live on
impoverish|[sound:b04d4eee66c5962bdd50df5b69fb1ffa.mp3]|/ɪmˈpɑːvərɪʃ/|<img src="7cb917d83ac1db7567f5b045bba58df9.jpg"></img>|Many <b>impoverish</b>ed children in Africa do not have enough to eat.|v. 使成赤贫，使枯竭 <br> im- to <br> pover 贫穷 <br>-ish
penury|[sound:81bf5752d2049669c25cf711758d520a.mp3]|/ˈpenjəri/|<img src="c61790d53887022a41fada82c5aa60f6.jpg"></img>|Many Indian children live in <b>penury</b>; their families earn less than $1 per day.|n. 贫穷 <br> 想 penny 1便士 只有1便士
indigent|[sound:4c4fcc4b908a634fbf2af2d3bbceb63c.mp3]|/ˈɪndɪdʒənt/|<img src="116dc01cf9ff5d2b418c0ffac6aa5339.jpg"></img>|Being <b>indigent</b>, he had to depend on what kind people gave him.|adj. 贫困的，贫穷的 <br> in- <br> dec -> dig 价值 <br> 想 挖坑，给你挖坑使你变穷
deteriorate|[sound:e6c5b6b667c6b0a1f8aaa76a249a4c2c.mp3]|/dɪˈtɪriəreɪt/|<img src="fe4e32228c86713ce6f1fc9fe10a4282.jpg"></img>|The old truck is deteriorating quickly; look at all the rust.|v. 恶化，变坏<br> de- to <br> terior = terror 恐怖
exacerbate|[sound:e8eaeb3c34b1304b54a9e863e7fee82e.mp3]|/ɪɡˈzæsərbeɪt/|<img src="1cb9c606548bad2dee298440db20b9bf.jpg"></img>|Continuous smoking can <b>exacerbate</b> any lung problems you already have.|v. 加重；恶化；激怒
deter|[sound:fb7f721d2b990506fed6a0f4ea624a6e.mp3]|/dɪˈtɜːr/|<img src="1dbf28ab43743d0e27b337c1f8234a64.jpg"></img>|The obstacle is meant to <b>deter</b> drivers from driving right in.|v. 防止，阻止，使踌躇 <br>de- to <br> ter <= terror 恐怖 <br> goad 刺激
deterrent|[sound:18a3a22fb985335bc971a6442b768f38.mp3]|/dɪ'tɝənt/|<img src="8213c41fc1002e80035f45c201195381.jpg"></img>|My dad and his friends act as a great <b>deterrent</b> for bullies.|adj. 遏制的，威慑的；制止的  n. 威慑；妨碍物；挽留的事物 <br> deter n. 阻止
aggravate|[sound:e822d5fae17f0a5f6e47ab37a342d59d.mp3]|/ˈæɡrəveɪt/|<img src="d34c949542544f9492cd8773a85598a7.jpg"></img>|He really <b>aggravate</b>s me when he yells at me like that.|v. 使恶化，加重；使气恼，激怒 <br> ag- to <br> grav 重力 <br> -ate v.
ameliorate|[sound:cdeaffa4addc22659503ae683b0f2f9a.mp3]|/əˈmiːliəreɪt/|<img src="1e55d537ab938bd1fa71ed3a90916d8d.jpg"></img>|We are handing out free food to try to <b>ameliorate</b> the lives of the poor.|v. 改善，减轻（痛苦等），改良 <br>反 deteriorate 恶化 <br> a- not <br> mel = male 坏
dexterous|[sound:ffbfe5e074ad44165625705a6edc94fd.mp3]|/ˈdekstrəs/|<img src="9a860e2db72b9aaf4a8cdb4e422090da.jpg"></img>|Monkeys swing through the trees with skilled, <b>dexterous</b> movements.|adj. 灵巧的，熟练的 <br> dexter = dextr  right 
ambidextrous|[sound:e20b2e2def9dd9ab8d1603190c6e0eca.mp3]|/ˌæmbiˈdekstrəs/|<img src="65137b32afeba85a194a872b4cdcc3cd.jpg"></img>|Jane is <b>ambidextrous</b>; she can brush her teeth using both hands.|adj. 双手都灵巧<br> dexter = dextr  right 
dexterity|[sound:596852b29af2be664df3652e89151875.mp3]|/dekˈsterəti/|<img src="3c436217bcc096ed7da457ca4df70789.jpg"></img>|It takes a lot of <b>dexterity</b> and skill to make a nice clay pot.|n. 纯熟；灵巧<br> dexter = dextr  right 
diatribe|[sound:bf0c479f1c48b73025a3b3a207edfd9b.mp3]|/ˈdaɪətraɪb/|<img src="7b575e164395f79122196d50468b23f3.jpg"></img>|If you mention politics around him, he'll go off on a long, boring <b>diatribe</b> about gun rights.|n. 诽谤，恶骂 <br> 反 eulogy 赞颂 <br> dia- 1.between 2.across <br> tribe 部落 <br> tri = three  <br> be = bing 人 <br> 部落之间的争端
accolade|[sound:5cf41dbeddbc0cbf3a8c30e901826788.mp3]|/ˈækəleɪd/|<img src="28b8440f61bdcbf80cf7fe6fc4dc0886.jpg"></img>|His brilliant presentation was received with an <b>accolade</b> from senior management.|n. 同意，赞赏；  v. 赞扬 <br> ac- to <br> col =collar 衣领<br> -ade n.
collar|[sound:7b5be138a550ac3a65660ad68672839f.mp3]|/ˈkɑːlər/|<img src="2a2830c876b44c1609dd7b3837901849.jpg"></img>|The dog with his <b>collar</b> heard the master's holler.|c. 项圈，衣领
acclaim|[sound:2e0011a4c55335f9ce9df629dd414169.mp3]|/əˈkleɪm/|<img src="2a50a46a154509b6dcd991bce6138e09.jpg"></img>|Upon review, the inspector gave great <b>acclaim</b> to the restaurant.|n. 欢呼，赞扬，称赞；  vi. 欢呼，喝彩，鼓掌欢迎；  vt. 鼓掌欢迎，向…欢呼，为…喝彩，推选 <br> ac- to <br> claim 喊
commend|[sound:b3681aa261f6da659a8009be3575e62e.mp3]|/kəˈmend/|<img src="73e710423fdad8707701eab030efff99.jpg"></img>|My boss <b>commend</b>ed me on a job well done.|v. 称赞；推荐；委托保管 <br> recommend 推荐
eulogize|[sound:7b0ddf313760a0a957e0520350d88d68.mp3]|[`juləˌdʒaIz; ˋju:lədʒaiz]|||eu.lo.gize<br>[`juləˌdʒaIz; ˋju:lədʒaiz]<br>《eulogy 的动词》<br>及物动词<br>颂扬,赞美 <br> eu- 好 <br> log 说
exalt|[sound:ba82a95308f93087ae8ba5c7b06ec1fb.mp3]|/ɪɡˈzɔːlt/|<img src="4218e9042e7b2d2ecc196115fc0ac36f.jpg"></img>|The American people <b>exalt</b>ed the humble Lincoln to almost godlike status.|v. 提升，提拔，赞扬，使得意 <br> ex- <br> alt = tall <br>形近 exult 狂喜
extol|[sound:b67198574ffb9571be0d5a3fcb34d293.mp3]|/ɪkˈstoʊl/|<img src="b6ab40485dba633a41ba8f1cec01a2b7.jpg"></img>|The kid <b>extol</b>led the play, clapping for a long time.|v. 赞美，称赞，颂扬 <br> ex- to <br> tol = tall
compliment|[sound:88a2a6867c8acfd8bfff12034141861d.mp3]| [ˈkɑmplɪmənt]|<img src="d74fcb88031bc7545c4c281cb3c74b6e.jpg"></img>|His <b>compliment</b> makes her really happy!|n.恭维，问候<br>v.赞美，祝贺 <br> complement 补充 <br> i 赞美 e 补充 <br> 我赞美你补充
